model,epoch,train_loss,val_loss,accuracy,precision,recall,f1
unet_128_painter,0,0.708487868309021,0.6321491003036499,0.7855374755859375,0.7134968490508282,0.9446344745614346,0.8129557792033786
unet_128_painter,1,0.4536147117614746,0.5530606508255005,0.8907913818359375,0.9437100471749986,0.8280421113886857,0.8821004181927898
unet_128_painter,2,1.060102939605713,0.5666011571884155,0.84270068359375,0.9864381277343981,0.6906748723389358,0.8124771889710749
unet_128_painter,3,0.9475810527801514,0.5507964491844177,0.889193359375,0.9695232211092331,0.8005785602647562,0.876988558134089
unet_128_painter,4,0.4199998080730438,0.5670078992843628,0.841718505859375,0.9860036803720454,0.6889684362518578,0.8111483254703514
unet_128_painter,5,0.8646939992904663,0.5563033223152161,0.874466064453125,0.9692539887748406,0.769987656358361,0.858205769533049
unet_128_painter,6,0.31669706106185913,0.5718402862548828,0.8274893798828125,0.9925104608468658,0.655293230147186,0.7893966852943073
unet_128_painter,7,0.9871472716331482,0.57044517993927,0.8316640625,0.9902442688669779,0.6653648400930585,0.7959290825859409
unet_128_painter,8,0.4863642752170563,0.5616463422775269,0.85742431640625,0.979909374589816,0.7259046004002715,0.8339956565243098
unet_128_painter,9,0.5046777725219727,0.5527974963188171,0.8825113525390625,0.9743113506079979,0.7825005313283308,0.8679348738120763
unet_128_painter,10,0.9102307558059692,0.5550256371498108,0.87377001953125,0.9851181326648488,0.7555659580721948,0.8552059844541303
unet_128_painter,11,0.4275466203689575,0.5662123560905457,0.8426605224609375,0.991219955775015,0.6871848060138203,0.811665110268531
unet_128_painter,12,0.41055211424827576,0.5679686665534973,0.838041748046875,0.9910788089788545,0.677837880901796,0.8050620666187291
unet_128_painter,13,0.1516990065574646,0.5751226544380188,0.81822705078125,0.9953697468652642,0.6345267664533024,0.7750047217634766
unet_128_painter,14,0.8339241743087769,0.5568609237670898,0.872438232421875,0.9712353095279205,0.7640820563928015,0.8552942385286952
unet_128_painter,15,0.623324990272522,0.5768099427223206,0.813346435546875,0.9975276980583935,0.6232274726065916,0.7671567888454489
unet_128_painter,16,0.2806648313999176,0.5551367402076721,0.876753662109375,0.9724020576699745,0.7721127222641044,0.8607596891912281
unet_128_painter,17,0.6288342475891113,0.5475124716758728,0.8941092529296875,0.9837220217486712,0.7985908108775466,0.881541503428229
unet_128_painter,18,0.46072617173194885,0.5517688989639282,0.883863037109375,0.9795705228815171,0.780894794021511,0.8690219731687465
unet_128_painter,19,0.19447919726371765,0.5550491809844971,0.8751165771484375,0.9795457939233734,0.7628095899877206,0.8576974965458735
unet_128_painter,20,0.36033570766448975,0.5589234232902527,0.862649169921875,0.9882861378039589,0.7302673070152411,0.8399076078667058
unet_128_painter,21,0.3148808777332306,0.5812579393386841,0.8041029052734375,0.9848093721228365,0.6123938178371436,0.7551840304691795
unet_128_painter,22,0.3048478960990906,0.5595386028289795,0.8597696533203125,0.9936320730571169,0.7203921462868748,0.8352329373771078
unet_128_painter,23,0.2765425443649292,0.5508332848548889,0.8878931884765625,0.9738666051710902,0.7940863342353338,0.874835687418423
unet_128_painter,24,0.47426411509513855,0.5604326725006104,0.8609195556640625,0.978866207644806,0.7339520906378092,0.838899140995826
unet_128_painter,25,0.47173213958740234,0.5615652203559875,0.856845703125,0.9831943500841916,0.7221933431425986,0.8327214010823641
unet_128_painter,26,0.35262203216552734,0.5568153262138367,0.8684091796875,0.98759046392219,0.7426176289173249,0.8477617133967297
unet_128_painter,27,0.2936333417892456,0.5670883059501648,0.83994140625,0.9930485309970369,0.6803491649794878,0.8074825732966935
unet_128_painter,28,0.306434690952301,0.5508813261985779,0.88579296875,0.9812356439104152,0.7835035604565045,0.8712920512540435
unet_128_painter,29,0.20810100436210632,0.5544945001602173,0.8737584228515625,0.9909020456849842,0.7510238740231043,0.854446316812907
